Map,Pokemon,DexID,Morning,Day,Night,MinLvl,MaxLvl,Item,Member,Tier
Iron Island Exit Room,Onix,95,1,1,1,32,36,,0,Uncommon
Iron Island Exit Room,Riolu,447,1,1,1,10,14,,1,Rare
Iron Island Exit Room,Steelix,208,1,1,1,32,36,,0,Rare
Iron Island Exit Room,Zubat,41,1,1,1,32,36,,0,Common
Isolated Forest,Budew,406,1,1,1,30,32,Poison Barb,0,Uncommon
Isolated Forest,Hawlucha,701,1,1,1,30,32,Kings Rock,0,Rare
Isolated Forest,Meditite,307,1,1,1,27,27,Expert Belt,0,Rare
Isolated Forest,Pidgeotto,17,1,1,1,30,32,Nocturnal Feather,0,Common
Isolated Forest,Pidgey,16,1,1,1,30,32,,0,Common
Isolated Forest,Rattata,19,1,1,1,30,30,Rattata Hair,0,Common
Isolated Forest,Solosis,577,1,1,1,33,36,Persim Berry,1,Rare
Isolated Forest,Spinda,327,1,1,1,30,32,Chesto Berry,0,Uncommon
Jagged Pass,Castform,351,1,1,1,23,27,Mystic Water,0,Rare
Jagged Pass,Darumaka,554,1,1,1,23,26,Rawst Berry,1,Rare
Jagged Pass,Mankey,56,1,1,1,23,27,,0,Common
Jagged Pass,Numel,322,1,1,1,23,27,Rawst Berry,0,Uncommon
Jagged Pass,Ponyta,77,1,1,1,23,27,,0,Uncommon
Jagged Pass,Primeape,57,1,1,1,23,27,Black Belt,0,Common
Jagged Pass,Slugma,218,1,1,1,23,27,,0,Common
Jagged Pass,Spinda,327,1,1,1,23,27,Chesto Berry,0,Uncommon
Jagged Pass,Spoink,325,1,1,1,23,27,Tanga Berry,0,Uncommon
Jura Cave,Baltoy,343,1,1,1,20,24,Light Clay,1,Uncommon
Jura Cave,Geodude,74,1,1,1,20,23,Hard Stone,1,Common
Jura Cave,Honedge,679,1,1,1,20,24,Liechi Berry,1,Rare
Jura Cave,Onix,95,1,1,1,20,24,Ganlon Berry,1,Common
Jura Cave,Sableye,302,1,1,1,25,29,Enigma Berry,1,Rare
Jura Cave,Whismur,293,1,1,1,20,24,Chesto Berry,1,Common
Jura Cave,Zangoose,335,1,1,1,20,24,Quick Claw,1,Rare
Kalijodo Cave B1F,Aron,304,1,1,1,22,26,Hard Stone,0,Rare
Kalijodo Cave B1F,Baltoy,343,1,1,1,22,26,Light Clay,0,Uncommon
Kalijodo Cave B1F,Carbink,703,1,1,1,34,38,,0,Rare
Kalijodo Cave B1F,Cubone,104,1,1,1,26,30,Thick Club,0,Uncommon
Kalijodo Cave B1F,Geodude,74,1,1,1,20,23,Hard Stone,0,Common
Kalijodo Cave B1F,Onix,95,1,1,1,34,38,Ganlon Berry,0,Common
Kalijodo Cave B1F,Phanpy,231,1,1,1,22,26,Passho Berry,0,Uncommon
Kalijodo Cave B1F,Rhyhorn,111,1,1,1,32,36,Protector,0,Uncommon
Kalijodo Cave B2F,Golbat,42,1,1,1,34,38,,0,Common
Kalijodo Cave B2F,Marill,183,1,1,1,32,36,,0,Uncommon
Kalijodo Cave B2F,Poliwag,60,1,1,1,34,38,Kings Rock,0,Common
Kalijodo Cave B2F,Poliwhirl,61,1,1,1,34,38,Kings Rock,0,Common
Kalijodo Cave B2F,Sandshrew-Alolan,3060,1,1,1,34,38,,0,Rare
Kalijodo Cave B2F,Smoochum,238,1,1,1,34,38,Aspear Berry,0,Rare
Kalijodo Cave B2F,Wooper,194,1,1,1,34,38,,0,Common
Kalijodo Cave B2F,Zubat,41,1,1,1,34,38,,0,Common
Kalijodo Path,Arbok,24,1,1,1,36,40,Poison Barb,0,Common
Kalijodo Path,Butterfree,12,1,1,1,36,40,SilverPowder,0,Common
Kalijodo Path,Espurr,677,1,1,1,36,40,,0,Rare
Kalijodo Path,Farfetchd,83,1,1,1,36,40,Stick,0,Uncommon
Kalijodo Path,Grimer-Alolan,3071,1,1,1,36,40,,1,Rare
Kalijodo Path,Kecleon,352,1,1,1,36,40,Persim Berry,0,Uncommon
Kalijodo Path,Pidgey,16,1,1,1,36,40,,0,Common
Kalijodo Path,Ralts,280,1,1,1,36,40,Dawn Stone,0,Rare
Kalijodo Path,Spinda,327,1,1,1,36,40,Chesto Berry,0,Uncommon
Kindle Road,Fearow,22,1,1,0,34,38,Sharp Beak,0,Common
Kindle Road,Meowth,52,0,0,1,34,38,,0,Common
Kindle Road,Numel,322,1,1,1,34,38,Charcoal,1,Uncommon
Kindle Road,Persian,53,0,0,1,34,38,,0,Common
Kindle Road,Ponyta,77,0,1,0,34,38,,0,Uncommon
Kindle Road,Psyduck,54,1,1,1,34,38,,0,Common
Kindle Road,Rapidash,78,0,1,0,34,38,,0,Uncommon
Kindle Road,Slowpoke,79,1,1,1,34,38,Lagging Tail,0,Common
Kindle Road,Spearow,21,1,1,0,34,38,Sharp Beak,0,Common
Lake Acuity,Bibarel,400,1,1,1,35,41,,0,Uncommon
Lake Acuity,Chingling,433,1,1,1,35,41,,0,Uncommon
Lake Acuity,Froslass,478,0,0,1,35,41,,0,Rare
Lake Acuity,Golduck,55,1,1,1,35,41,,0,Common
Lake Acuity,Noctowl,164,1,1,1,35,41,,0,Common
Lake Acuity,Psyduck,54,1,1,1,35,41,,0,Common
Lake Acuity,Sneasel,215,1,1,1,35,41,,0,Rare
Lake Acuity,Snorunt,361,1,1,1,35,41,,0,Uncommon
Lake Acuity,Snover,459,1,1,0,31,35,,0,Rare
Lake Cave,Golbat,42,1,1,1,26,30,,0,Common
Lake Cave,Marill,183,1,1,1,26,30,,0,Uncommon
Lake Cave,Slowpoke,79,1,1,1,26,30,,0,Common
Lake Cave,Wooper,194,1,1,1,26,30,,0,Common
Lake Cave,Zubat,41,1,1,1,26,30,,0,Common
Lake Of Rage,Bonsly,438,1,1,1,36,40,,1,Rare
Lake Of Rage,Farfetchd,83,1,1,1,36,40,Stick,0,Uncommon
Lake Of Rage,Furret,162,1,1,1,36,40,Oran Berry,0,Common
Lake Of Rage,Girafarig,203,1,1,0,36,40,Persim Berry,0,Common
Lake Of Rage,Sentret,161,1,1,1,36,40,Oran Berry,0,Common
Lake Of Rage,Sudowoodo,185,1,1,1,36,40,,0,Rare
Lake Of Rage,Venomoth,49,0,0,1,36,40,SilverPowder,0,Common
Lake Of Rage,Venonat,48,1,1,1,36,40,,0,Common
Lake Valor,Bibarel,400,1,1,1,35,39,,0,Common
Lake Valor,Chingling,433,1,1,1,35,39,,0,Uncommon
Lake Valor,Golduck,55,1,1,1,35,39,,0,Common
Lake Valor,Lickitung,108,1,1,1,35,39,,0,Uncommon
Lake Valor,Noctowl,164,1,1,1,35,39,,0,Common
Lake Valor,Psyduck,54,1,1,1,35,39,,0,Common
Lake Valor,Staravia,397,1,1,1,35,39,,0,Uncommon
Lake Valor,Wobbuffet,202,1,1,1,35,39,,1,Rare
Lake Verity,Cherubi,420,1,1,1,2,5,,0,Common
Lake Verity,Psyduck,54,1,1,1,2,5,,0,Common
Lake Verity,Starly,396,1,1,1,2,5,,0,Uncommon
Lake Verity,Surskit,283,1,1,1,2,5,,0,Uncommon
Lake Verity,Wynaut,360,1,1,1,6,9,,0,Rare
Lavender Town Graveyard,Baltoy,343,1,1,1,23,27,Light Clay,0,Uncommon
Lavender Town Graveyard,Gastly,92,1,1,1,26,28,,0,Common
Lavender Town Graveyard,Golbat,42,1,1,1,23,28,,0,Common
Lavender Town Graveyard,Golett,622,1,1,0,23,28,,0,Rare
Lavender Town Graveyard,Haunter,93,1,1,1,28,28,Spell Tag,0,Common
Lavender Town Graveyard,Phantump,708,1,0,1,23,27,Spell Tag,1,Rare
Lavender Town Graveyard,Pumpkaboo,710,0,1,0,23,28,Miracle Seed,1,Rare
Lavender Town Graveyard,Raticate,20,1,1,1,23,28,Sitrus Berry,0,Common
Leev Town,Beautifly,267,1,1,1,20,24,SilverPowder,1,Common
Leev Town,Combee,415,1,1,1,20,24,Honey,1,Uncommon
Leev Town,Farfetchd,83,1,1,1,20,24,Stick,1,Uncommon
Leev Town,Hoothoot,163,1,1,1,20,24,,1,Common
Leev Town,Starly,396,1,1,1,20,24,Yache Berry,1,Common
Leev Town,Swablu,333,1,1,1,20,22,,1,Rare
Leev Town,Vullaby,629,1,1,1,25,29,,1,Rare
Leev Town Port,Hoppip,187,1,1,1,20,24,,1,Common
Leev Town Port,Jumpluff,189,1,1,1,20,24,,1,Common
Leev Town Port,Rufflet,627,1,1,1,20,24,,1,Rare
Leev Town Port,Sewaddle,540,1,1,1,20,24,,1,Rare
Leev Town Port,Spinda,327,1,1,1,20,24,Chesto Berry,1,Uncommon
Leev Town Port,Yanma,193,1,1,1,20,24,Wide Lens,1,Uncommon
Leev Town Port,Zigzagoon,263,1,1,1,20,24,,1,Common
Lost Cave 1F1,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F1,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F1,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F1,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F1,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F1,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F10,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F10,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F10,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F10,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F10,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F10,Yamask,562,1,1,1,49,54,,0,Rare
Lost Cave 1F10,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F11,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F11,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F11,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F11,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F11,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F11,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F12,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F12,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F12,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F12,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F12,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F12,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F13,Duskull,355,0,0,1,30,48,Reaper Cloth,0,Uncommon
Lost Cave 1F13,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F13,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F13,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F13,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F13,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F13,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F14,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F14,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F14,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F14,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F14,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F14,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F2,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F2,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F2,Haunter,93,1,1,1,30,48,,0,Rare
Lost Cave 1F2,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Rare
Lost Cave 1F2,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F2,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F3,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F3,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F3,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F3,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F3,Purrloin,509,1,0,1,30,48,,0,Rare
Lost Cave 1F3,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F4,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F4,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F4,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F4,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F4,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F4,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F5,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F5,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F5,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F5,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F5,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F5,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F6,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F6,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F6,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F6,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F6,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F6,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F7,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F7,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F7,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F7,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F7,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F7,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F8,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F8,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F8,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F8,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F8,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F8,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F9,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F9,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F9,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F9,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F9,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F9,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave Entrance,Golbat,42,1,1,1,18,24,,0,Common
Lost Cave Entrance,Zubat,41,1,1,1,15,21,,0,Common
Lost Tower 1F,Duskull,355,1,1,1,17,27,,0,Uncommon
Lost Tower 1F,Gastly,92,1,1,1,17,27,,0,Common
Lost Tower 1F,Misdreavus,200,1,1,1,17,27,,0,Uncommon
Lost Tower 1F,Murkrow,198,1,1,1,17,27,,0,Rare
Lost Tower 1F,Zubat,41,1,1,1,17,27,,0,Common
Lost Tower 2F,Duskull,355,1,1,1,17,27,,0,Uncommon
Lost Tower 2F,Gastly,92,1,1,1,17,27,,0,Common
Lost Tower 2F,Misdreavus,200,1,1,1,17,27,,0,Uncommon
Lost Tower 2F,Murkrow,198,1,1,1,17,27,,0,Rare
Lost Tower 2F,Zubat,41,1,1,1,17,27,,0,Common
Lost Tower 3F,Duskull,355,1,1,1,17,27,,0,Uncommon
Lost Tower 3F,Gastly,92,1,1,1,17,27,,0,Common
Lost Tower 3F,Misdreavus,200,1,1,1,17,27,,0,Uncommon
Lost Tower 3F,Murkrow,198,1,1,1,17,27,,0,Rare
Lost Tower 3F,Zubat,41,1,1,1,17,27,,0,Common
Lost Tower 4F,Duskull,355,1,1,1,17,27,,0,Uncommon
Lost Tower 4F,Gastly,92,1,1,1,17,27,,0,Common
Lost Tower 4F,Golett,622,0,0,1,17,27,,1,Rare
Lost Tower 4F,Haunter,93,1,1,1,17,27,,0,Common
Lost Tower 4F,Misdreavus,200,1,1,1,17,27,,0,Uncommon
Lost Tower 4F,Zubat,41,1,1,1,17,27,,0,Common
Love Island,Bellossom,182,1,1,0,13,17,,0,Uncommon
Love Island,Cleffa,173,0,0,1,13,17,Moon Stone,0,Rare
Love Island,Deerling,585,0,0,1,13,17,,0,Rare
Love Island,Doduo,84,1,1,0,13,17,,0,Common
Love Island,Gloom,44,0,0,1,13,17,,0,Common
Love Island,Happiny,440,1,0,0,23,30,Oval Stone,0,Rare
Love Island,Hoppip,187,1,1,1,13,17,,0,Common
Love Island,Igglybuff,174,0,0,1,13,17,,0,Rare
Love Island,Meowth,52,0,0,1,13,17,,0,Common
Love Island,Munchlax,446,0,1,0,23,30,Leftovers,0,Rare
Love Island,Oddish,43,0,0,1,13,17,,0,Common
Love Island,Pichu,172,1,1,0,13,17,,0,Rare
Love Island,Poochyena,261,1,1,1,13,17,Pecha Berry,0,Common
Love Island,Ralts,280,1,1,0,13,17,TwistedSpoon,0,Rare
Love Island,Togepi,175,0,0,1,18,21,Shiny Stone,0,Rare
Love Island,Tyrogue,236,1,1,0,13,17,,0,Rare
Love Island,Woobat,527,0,0,1,13,17,,0,Rare
Love Island,Wynaut,360,1,1,0,13,17,,0,Rare
Low Tide Entrance Room,Cubchoo,613,1,1,1,30,38,,1,Rare
Low Tide Entrance Room,Delibird,225,1,1,1,30,38,Never-Melt Ice,0,Common
Low Tide Entrance Room,Golbat,42,1,1,1,30,38,,0,Common
Low Tide Entrance Room,Graveler,75,1,1,1,30,38,Hard Stone,0,Common
Low Tide Entrance Room,Snorunt,361,1,1,1,30,38,Dawn Stone,0,Uncommon
Low Tide Entrance Room,Spheal,363,1,1,1,30,38,,0,Uncommon
Low Tide Ice Room,Dewgong,87,1,1,1,30,38,,0,Common
Low Tide Ice Room,Golbat,42,1,1,1,30,38,,0,Common
Low Tide Ice Room,Sealeo,364,1,1,1,30,38,,0,Uncommon
Low Tide Ice Room,Seel,86,1,1,1,30,38,,0,Common
Low Tide Ice Room,Snorunt,361,1,1,1,30,38,Dawn Stone,0,Uncommon
Low Tide Ice Room,Spheal,363,1,1,1,30,38,,0,Uncommon
Low Tide Ice Room,Zubat,41,1,1,1,30,38,,0,Common
Matsuki Courtyard,Bidoof,399,1,1,1,25,31,,0,Common
Matsuki Courtyard,Blitzle,522,1,1,1,25,31,,0,Rare
Matsuki Courtyard,Cherubi,420,1,1,1,25,31,,0,Common
Matsuki Courtyard,Dedenne,702,1,1,1,25,31,,0,Rare
Matsuki Courtyard,Flabebe,669,1,1,1,25,31,,0,Rare
Matsuki Courtyard,Florges,671,1,1,1,25,31,,0,Rare
Matsuki Courtyard,Mareep,179,1,1,1,25,31,,0,Common
Matsuki Courtyard,Pikachu,25,1,1,1,25,31,,0,Uncommon
Matsuki Courtyard,Sentret,161,1,1,1,25,31,,0,Common
Medusas Cloud,Budew,406,1,1,1,30,35,Poison Barb,0,Uncommon
Medusas Cloud,Komala,775,1,1,1,30,35,,0,Rare
Medusas Cloud,Poliwag,60,1,1,1,30,35,,0,Common
Medusas Cloud,Shroomish,285,1,1,1,30,35,Kebia Berry,0,Uncommon
Medusas Cloud,Shuckle,213,1,1,1,30,35,Oran Berry,0,Rare
Medusas Cloud,Spearow,21,1,1,1,30,35,,0,Common
Medusas Cloud,Wooper,194,1,1,1,30,35,,0,Common
Medusas Cloud,Yanma,193,1,1,1,30,35,Wide Lens,0,Uncommon
Memorial Pillar,Hoppip,187,1,1,0,10,14,,0,Common
Memorial Pillar,Pidgey,16,1,1,1,10,14,,0,Common
Memorial Pillar,Spearow,21,1,1,1,10,14,Sharp Beak,0,Common
Memorial Pillar,Wingull,278,1,1,1,10,14,,0,Rare
Meteor Falls 1F 1R,Clefairy,35,1,1,1,19,25,Moon Stone,0,Common
Meteor Falls 1F 1R,Druddigon,621,1,1,1,24,26,Dragon Fang,1,Rare
Meteor Falls 1F 1R,Golbat,42,1,1,1,19,25,,0,Common
Meteor Falls 1F 1R,Graveler,75,1,1,1,19,23,Hard Stone,0,Common
Meteor Falls 1F 1R,Lunatone,337,0,0,1,19,25,Moon Stone,0,Rare
Meteor Falls 1F 1R,Solrock,338,1,1,0,19,25,Sun Stone,0,Rare
Meteor Falls 1F 1R,Zubat,41,1,1,1,19,25,,0,Common
Meteor Falls 1F 2R,Clefairy,35,1,1,1,14,20,,0,Common
Meteor Falls 1F 2R,Geodude,74,1,1,1,14,20,,0,Common
Meteor Falls 1F 2R,Golbat,42,1,1,1,14,20,,0,Common
Meteor Falls 1F 2R,Graveler,75,1,1,1,14,20,Hard Stone,0,Common
Meteor Falls 1F 2R,Lunatone,337,0,0,1,14,20,Hard Stone,0,Rare
Meteor Falls 1F 2R,Onix,95,1,1,1,14,20,Hard Stone,0,Uncommon
Meteor Falls 1F 2R,Solrock,338,0,1,0,14,20,Sun Stone,0,Rare
Meteor Falls 1F 2R,Zubat,41,1,1,1,14,20,,0,Common
Meteor Falls B1F 1R,Clefairy,35,1,1,1,14,20,,0,Common
Meteor Falls B1F 1R,Deino,633,1,1,0,25,30,,1,Rare
Meteor Falls B1F 1R,Geodude,74,1,1,1,14,20,,0,Common
Meteor Falls B1F 1R,Golbat,42,1,1,1,14,20,,0,Common
Meteor Falls B1F 1R,Graveler,75,1,1,1,14,20,Hard Stone,0,Common
Meteor Falls B1F 1R,Lunatone,337,0,0,1,14,20,Hard Stone,0,Rare
Meteor Falls B1F 1R,Onix,95,1,1,1,14,20,Hard Stone,0,Uncommon
Meteor Falls B1F 1R,Solrock,338,0,1,0,14,20,Sun Stone,0,Rare
Meteor Falls B1F 2R,Bagon,371,1,1,1,22,27,Dragon Fang,1,Rare
Meteor Falls B1F 2R,Clefairy,35,1,1,1,14,20,,0,Common
Meteor Falls B1F 2R,Geodude,74,1,1,1,14,20,,0,Common
Meteor Falls B1F 2R,Golbat,42,1,1,1,14,20,,0,Common
Meteor Falls B1F 2R,Graveler,75,1,1,1,14,20,Hard Stone,0,Common
Meteor Falls B1F 2R,Lunatone,337,0,0,1,14,20,Hard Stone,0,Rare
Meteor Falls B1F 2R,Onix,95,1,1,1,14,20,Hard Stone,0,Uncommon
Meteor Falls B1F 2R,Solrock,338,0,1,0,14,20,Sun Stone,0,Rare
Meteor Falls B1F 2R,Whismur,293,1,1,1,14,20,,0,Common
Meteor Falls B1F 2R,Zubat,41,1,1,1,14,20,,0,Common
Mirage Island Cave,Aerodactyl,142,1,0,0,65,70,Old Amber,0,Rare
Mirage Island Cave,Amaura,698,0,0,1,65,70,Sail Fossil,0,Rare
Mirage Island Cave,Anorith,347,0,1,0,65,70,Claw Fossil,0,Rare
Mirage Island Cave,Archen,566,0,0,1,65,70,Plume Fossil,0,Rare
Mirage Island Cave,Bronzor,436,0,1,0,65,70,Metal Coat,0,Common
Mirage Island Cave,Clefairy,35,0,1,0,65,70,Moon Stone,0,Common
Mirage Island Cave,Cranidos,408,1,0,0,65,70,Skull Fossil,0,Rare
Mirage Island Cave,Diglett,50,1,0,0,65,70,Soft Sand,0,Common
Mirage Island Cave,Gastly,92,0,0,1,65,70,Spell Tag,0,Common
Mirage Island Cave,Kabuto,140,1,0,0,65,70,Dome Fossil,1,Rare
Mirage Island Cave,Lileep,345,0,1,0,65,70,Root Fossil,0,Rare
Mirage Island Cave,Nidoran M,32,0,0,1,65,70,Moon Stone,0,Common
Mirage Island Cave,Omanyte,138,0,0,1,65,70,Helix Fossil,1,Rare
Mirage Island Cave,Onix,95,0,1,0,65,70,Lagging Tail,0,Uncommon
Mirage Island Cave,Pidgey,16,0,0,1,65,70,Sharp Beak,0,Common
Mirage Island Cave,Sandshrew,27,1,0,0,65,70,Soft Sand,0,Common
Mirage Island Cave,Shieldon,410,0,1,0,65,70,Armor Fossil,1,Rare
Mirage Island Cave,Slowpoke,79,0,1,0,65,70,Lagging Tail,0,Common
Mirage Island Cave,Starly,396,1,0,0,65,70,Sharp Beak,0,Common
Mirage Island Cave,Tirtouga,564,0,0,1,65,70,Cover Fossil,0,Rare
Mirage Island Cave,Tyrunt,696,1,0,0,65,70,Jaw Fossil,0,Rare
Mirage Island Cave,Vullaby,629,0,1,0,65,70,Dusk Stone,0,Rare
Mirage Island Cave,Zubat,41,0,0,1,65,70,Sitrus Berry,0,Common
Mirage Island Cave,Zubat,41,1,0,0,65,70,Sitrus Berry,0,Common
Mirage Island Summit,Abra,63,1,0,1,65,70,TwistedSpoon,0,Uncommon
Mirage Island Summit,Bibarel,400,0,1,0,65,70,Yache Berry,0,Common
Mirage Island Summit,Budew,406,1,0,1,65,70,Shuca Berry,0,Uncommon
Mirage Island Summit,Buizel,418,0,1,0,65,70,Sitrus Berry,0,Uncommon
Mirage Island Summit,Buneary,427,0,1,0,65,70,Shuca Berry,0,Uncommon
Mirage Island Summit,Bunnelby,659,0,1,0,65,70,Silk Scarf,0,Rare
Mirage Island Summit,Gastly,92,1,0,1,65,70,Passho Berry,0,Common
Mirage Island Summit,Jangmo-o,782,0,1,0,65,70,Dragon Fang,0,Rare
Mirage Island Summit,Joltik,595,1,0,1,65,70,SilverPowder,0,Rare
Mirage Island Summit,Litwick,607,1,0,1,65,70,Smoke Ball,0,Rare
Mirage Island Summit,Magneton,82,1,0,1,65,70,Occa Berry,0,Common
Mirage Island Summit,Pikachu,25,1,0,1,65,70,Yache Berry,0,Uncommon
Mirage Island Summit,Rufflet,627,0,1,0,65,70,Sharp Beak,0,Rare
Mirage Island Summit,Staravia,397,0,1,0,65,70,Occa Berry,0,Common
Mirage Island Summit,Zorua,570,1,0,1,65,70,Black Glasses,0,Rare
Mirage Island Summit,Zubat,41,0,1,0,65,70,Passho Berry,0,Common
Mistpeak Valley,Abra,63,1,1,1,23,25,TwistedSpoon,0,Uncommon
Mistpeak Valley,Bronzor,436,1,1,1,23,25,Metal Coat,0,Common
Mistpeak Valley,Charmander,4,1,1,1,23,25,,0,Rare
Mistpeak Valley,Deerling,585,1,1,1,15,19,,0,Rare
Mistpeak Valley,Kecleon,352,1,1,1,23,25,Persim Berry,0,Uncommon
Mistpeak Valley,Natu,177,1,1,1,23,25,,0,Common
Mistpeak Valley,Swinub,220,1,1,1,23,25,Aspear Berry,0,Common
Mistpeak Valley,Vulpix,37,1,1,1,23,25,Rawst Berry,0,Uncommon
Monkey Path,Aipom,190,0,1,0,30,32,,0,Uncommon
Monkey Path,Chimchar,390,0,1,0,30,32,,1,Rare
Monkey Path,Darumaka,554,1,0,1,25,26,Rawst Berry,0,Rare
Monkey Path,Mankey,56,1,1,1,30,32,,0,Common
Monkey Path,Panpour,515,1,1,1,30,32,Rindo Berry,0,Uncommon
Monkey Path,Pansage,511,1,1,1,30,32,Occa Berry,0,Uncommon
Monkey Path,Pansear,513,1,1,1,30,32,Passho Berry,0,Uncommon
Monkey Path,Pidgey,16,1,1,1,30,32,,0,Common
Monkey Path,Primeape,57,1,1,1,30,32,,0,Common
Monkey Path,Slakoth,287,1,0,1,30,32,,0,Uncommon
Moon,Clefable,36,1,1,1,25,30,Moon Stone,0,Uncommon
Moon,Clefairy,35,1,1,1,25,30,Moon Stone,0,Common
Moon,Gible,443,1,1,1,31,36,Haban Berry,0,Rare
Moon,Jigglypuff,39,1,1,1,25,30,Oran Berry,0,Common
Moon,Lunatone,337,1,1,1,25,30,Moon Stone,0,Uncommon
